id,name
132363001,"CIA Rewari"
132213001,"CIA Rural Ambala"
132300411,"CIA Safidon"
132273002,"CIA Sec-17"
132273008,"CIA Sec-31"
132273009,"CIA Sec-39"
132273007,"CIA Sec-43"
132273001,"CIA Sec-46"
132253009,"CIA Sec-56 Faridabad"
132253010,"CIA Sec-85 Faridabad"
132380602,"CIA SIRSA"
132383001,"CIA Sirsa"
132273005,"CIA Sohna"
132393001,"CIA Sonipat"
132563001,"CIA Staff Fatehabad"
132563002,"CIA Staff Tohana"
132403001,"CIA Staff YamunaNagar"
132283001,"CIA Staff-1 Kaithal"
132213002,"CIA Staff-1 Urban Ambala"
132283002,"CIA Staff-2 Kaithal"
132213003,"CIA Staff-2 Urban Ambala"
132283003,"CIA Staff-III Kaithal"
132653001,"CIA, Dabwali"
132653002,"CIA, Kalanwali"
132303001,"CIA-1 Jind"
132373001,"CIA-1 Rohtak"
132303002,"CIA-2 Jind"
132373002,"CIA-2 Rohtak"
132373003,"CIA-3 Rohtak"
132359901,"CID Panchkula"
13257007,"CITY BAHADURGARH"
13256007,"CITY FATEHABAD"
13257029,"CITY JHAJJAR"
13233006,"CITY KANINA"
13265002,"CITY MANDI DABWALI"
13238014,"CITY MANDI DABWALI"
13233008,"CITY NARNAUL"
13258094,"CITY NUH"
13260071,"CITY PALWAL"
13232078,"CITY PEHOWA, KURUKSHETRA"
13256027,"CITY RATIA"
13230063,"CITY SAFIDON"
13227105,"CITY SOHANA"
13258095,"CITY TAURU"
13256009,"CITY TOHANA"
13230062,"Civil line Jind"
13228008,"CIVIL LINE KAITHAL"
13239015,"CIVIL LINE SONIPAT"
13227023,"CIVIL LINES GURGAON"
132300405,"CLG Cell DPO Jind"
132380607,"CLG STAFF SIRSA"
5000000739,"COMMISSIONERATE FARIDABAD"
5000000740,"COMMISSIONERATE GURUGRAM"
130318,"COMMISSIONERATE JHAJJAR"
5000000737,"COMMISSIONERATE PANCHKULA"
132253004,"Crime Branch Border"
132253005,"Crime Branch DLF"
132253006,"Crime Branch Sector 30"
132253007,"Crime Branch Sector 48"
132253008,"Crime Branch Sector 63"
132353001,"Crime Branch-1 Panchkula"
132353002,"Crime Branch-2 Panchkula"
132300402,"Cyber Cell DPO Jind"
1326513101,"CYBER CELL, DABWALI"
1322813101,"CYBER CELL, Kaithal"
1323113101,"CYBER CELL, Karnal"
13235074,"CYBER CRIME"
13256028,"Cyber Crime Police Station Fatehabad"
13231087,"Cyber Crime police station karnal"
13234078,"Cyber Crime Police Station Panipat"
13238075,"Cyber Crime Police Station Sirsa"
13221073,"Cyber Crime Police Station, Ambala Range, Ambala Cantt"
13223084,"Cyber Crime Police Station, Bhiwani"
13227108,"Cyber Crime Police Station, Gurugram"
13232022,"CYBER CRIME POLICE STATION, KURUKSHETRA"
13240054,"Cyber Crime Police Station, Yamunanagar"
13229012,"Cyber Crime, Police Station Hisar"
13237082,"Cyber Police Station Rohtak"
13233083,"CYBER POLICE STATION, MAHENDERGARH"
13236063,"CYBER POLICE STATION, SOUTH RANGE, REWARI"
13225095,"DABUA"
13238021,"DABWALI SADAR"
13265003,"DABWALI SADAR"
13223028,"DADRI CITY"
13259002,"DADRI CITY, Charkhi dadri"
13223031,"DADRI SADAR"
13259003,"DADRI SADAR, Charkhi dadri"
13228012,"DANDH"
132211001,"DCRB (District Crime Records Bureau)"
132231001,"DCRB (District Crime Records Bureau)"
132221001,"DCRB (District Crime Records Bureau)"
132291001,"DCRB (District Crime Records Bureau)"
132301001,"DCRB (District Crime Records Bureau)"
132341001,"DCRB (District Crime Records Bureau)"
132331001,"DCRB (District Crime Records Bureau)"
132321001,"DCRB (District Crime Records Bureau)"
132311001,"DCRB (District Crime Records Bureau)"
132261001,"DCRB (District Crime Records Bureau)"
132241001,"DCRB (District Crime Records Bureau)"
132251001,"DCRB (District Crime Records Bureau)"
132281001,"DCRB (District Crime Records Bureau)"
132271001,"DCRB (District Crime Records Bureau)"
132361001,"DCRB (District Crime Records Bureau)"
132351001,"DCRB (District Crime Records Bureau)"
132371001,"DCRB (District Crime Records Bureau)"
132381001,"DCRB (District Crime Records Bureau)"
132391001,"DCRB (District Crime Records Bureau)"
138201001,"DCRB (District Crime Records Bureau)"
132601001,"DCRB (District Crime Records Bureau)"
132581001,"DCRB (District Crime Records Bureau)"
132561001,"DCRB (District Crime Records Bureau)"
132401001,"DCRB (District Crime Records Bureau)"
132571001,"DCRB (District Crime Records Bureau)"
139631001,"DCRB (District Crime Records Bureau)"
132570407,"Deputy Commissiner of Police, CRIME, JHAJJAR"
132570406,"Deputy Commissiner of Police, Headquarter, JHAJJAR"
138200401,"Deputy Commissioner of Police Office"
132350401,"Deputy Commissioner of Police Office"
132240401,"Deputy Commissioner of Police Office"
139630401,"Deputy Commissioner of Police Office"
132570408,"Deputy Commissioner of Police, BAHADURGARH"
132250406,"Deputy Commissioner of Police, Ballabgarh Faridabad"
132250401,"Deputy Commissioner of Police, Central Faridabad"
132270401,"Deputy Commissioner of Police, East Gurgaon"
132390405,"Deputy Commissioner of Police, East Sonipat"
132390404,"Deputy Commissioner of Police, Gohana Sonipat"
132570405,"Deputy Commissioner of Police, JHAJJAR"
132270411,"Deputy Commissioner of Police, Manesar Gurugram"
132250402,"Deputy Commissioner of Police, NIT Faridabad"
132210401,"Deputy Commissioner of Police, Rural Ambala"
132270406,"Deputy Commissioner of Police, South Gurgaon"
132270402,"Deputy Commissioner of Police, West Gurgaon"
132390403,"Deputy Commissioner of Police, West Sonipat"
132350404,"Deputy Commissiooner of Police Crime Panchkula"
132580505,"DEPUTY SUPERINTENDENT OF POLICE , MANDIKHEDA, NUH"
132310407,"Deputy Superintendent of Police Traffic karnal"
132600504,"Deputy Superintendent of Police, Crime Palwal"
13264506,"Deputy Superintendent of Police, HSEnB Faridabad"
13264507,"Deputy Superintendent of Police, HSEnB Gurugram"
13264505,"Deputy Superintendent of Police, HSEnB Rewari"
13264501,"Deputy Superintendent of Police, HSEnB, Ambala"
13264504,"Deputy Superintendent of Police, HSEnB, Hisar"
13264502,"Deputy Superintendent of Police, HSEnB, Karnal"
13264503,"Deputy Superintendent of Police, HSEnB, Rohtak"
132560505,"DEPUTY SUPERINTENDENT OF POLICE, TRAFFIC, FATEHABAD"
132300406,"Detective Staff Jind"
132353003,"Detective Staff Panchkula"
132403002,"Detective Staff YamunaNagar"
130101,"DGP Office"
13236015,"DHARUHERA"
13225098,"DHAUJ"
5000001603,"DHP HQRS FTB"
13238022,"DING"
132400406,"DISTRICT ANTI NARCOTIC CELL"
132400407,"DISTRICT ANTI VEHICLE THEFT CELL"
132400405,"DISTRICT BURGLARY STAFF"
132400402,"DISTRICT COMMUNITY LIAISON GROUP (CLG)"
132400409,"DISTRICT COMPLAINTS BRANCH"
132400410,"DISTRICT CYBER CELL"
132400408,"DISTRICT PROCLAIMED OFFENDER STAFF"
132400404,"DISTRICT SECURITY BRANCH"
132400403,"DISTRICT WOMEN CELL"
13227032,"DLF"
13227109,"DLF PH-3rd"
13227033,"DLF PHASE-1"
13227030,"DLF QUTAB ENCLAVE"
13227031,"DLF-II"
5000001604,"DSP"
5000001606,"DSP (HQ.) JIND"
5000001607,"DSP , HQ SPT"
5000001608,"DSP AEC KTL"
132290512,"DSP AGROHA HISAR"
5000001578,"DSP AMBALA"
5000001580,"DSP AMBALA AMB"
5000001579,"DSP AMBALA CANTT"
13241504,"Dsp Ambala/Hsncb"
5000001609,"DSP ASSANDH"
132590501,"DSP BADHRA"
5000001610,"DSP BAHADURGARH"
5000001582,"DSP BARARA"
5000001611,"DSP BARWALA"
5000001612,"DSP BERI"
132560507,"DSP BHATTU KALAN"
5000001613,"DSP BHIWANI"
132560506,"DSP Bhuna"
132400501,"DSP Bilaspur"
5000001614,"DSP CITY"
5000001615,"DSP CITY"
5000001616,"DSP CITY"
5000001617,"DSP CITY"
5000001618,"DSP CITY"
132590502,"DSP CITY DADRI"
5000001620,"DSP CITY FTB"
5000001621,"DSP CITY HISAR"
132570503,"DSP CITY JHAJJAR"
5000001619,"DSP CITY PANIPAT"
5000001622,"DSP CITY REWARI"
132380501,"DSP City Sirsa"
13265502,"DSP Crime Dabwali"
132280506,"DSP CRIME KAITHAL"
132600506,"DSP Crime, Palwal"
132340503,"DSP CRIME, PANIPAT"
5000001623,"DSP DABWALI"
5000001624,"DSP DADRI"
5000001625,"DSP DETECTIVE"
132300501,"DSP Detective Jind"
132390503,"DSP Detective Sonipat"
5000001626,"DSP ELLENABAD"
5000001627,"DSP FIROJPUR JHIRKA"
132260502,"DSP GRP Ambala Cantt"
132250505,"DSP GRP Faridabad"
132290503,"DSP GRP Hisar"
5000001628,"DSP GULHA"
13241502,"Dsp Gurugram/Hsncb"
5000001629,"DSP H,Q"
5000001630,"DSP HANSI"
5000001631,"DSP HATHIN"
13265501,"DSP Headquarter, Dabwali"
132290504,"DSP Hisar"
132290502,"DSP Hisar"
13241503,"Dsp Hisar/Hsncb"
5000001632,"DSP HODAL"
5000001633,"DSP HQ"
5000001634,"DSP HQ"
132230501,"DSP HQ Bhiwani"
132260501,"DSP HQ GRP Ambala Cantt"
5000001636,"DSP HQ KTL"
132320501,"DSP HQ Kurukshetra"
5000001640,"DSP HQ Narnaul"
5000004601,"DSP HQ NUH"
132600501,"DSP HQ Palwal"
5000001635,"DSP HQ PANIPAT"
5000001637,"DSP HQ YNR"
132210504,"DSP HQ, Ambala"
5000001638,"DSP HQ/JJR"
5000001639,"DSP HQR, REWARI"
5000001641,"DSP HQRS SIRSA"
5000001642,"DSP INDRI"
5000001643,"DSP JAGADHRI"
5000001644,"DSP JHAJJAR"
132300502,"DSP Jind"
132300505,"DSP JIND - 1"
132300506,"DSP JIND - 2"
132280501,"DSP Kaithal"
132380504,"DSP KALANWALI, SIRSA"
132380505,"DSP KALANWALI, SIRSA"
132330501,"DSP Kanina, Mahendragarh"
5000001645,"DSP KARNAL"
132390501,"DSP Kharkhoda Sonipat"
5000001646,"DSP KOSLI"
132320503,"DSP KURUKSHETRA"
132380508,"DSP L&O AND TRAFFIC SIRSA"
132290505,"DSP Law & Order Hisar"
132370502,"DSP LAW & ORDER ROHTAK"
132390502,"DSP Law & Order Sonipat"
5000001647,"DSP LOHARU"
132330503,"DSP Mahendragarh"
5000001648,"DSP MEHAM"
5000001590,"DSP NARAINGARH"
132330502,"DSP Narnaul"
132290509,"DSP Narnaund"
5000001649,"DSP NUH"
13265503,"DSP Office Dabwali"
13265504,"DSP Office Kalanwali"
132600502,"DSP Palwal, Palwal"
5000004609,"DSP Palwal, Palwal"
5000001668,"DSP PANIPAT"
132340505,"DSP Panipat, Panipat"
5000001605,"DSP PEHOWA"
5000004602,"DSP PUNHANA"
132360501,"DSP Rewari"
132360502,"DSP Rewari II"
132370504,"DSP RTK-3"
132380507,"DSP SADAR & CAW SIRSA"
132600505,"DSP Sadar, Palwal"
5000001650,"DSP SAMALKHA"
132370501,"DSP SECURITY ROHTAK"
5000001651,"DSP SHAHABAD"
5000001666,"DSP Sirsa"
5000001652,"DSP SIWANI"
132390505,"DSP SONIPAT"
132580503,"DSP TAURU, MEWAT"
5000001653,"DSP TOHANA"
5000001654,"DSP TRAFFIC"
5000001655,"DSP TRAFFIC"
5000001656,"DSP TRAFFIC"
5000001657,"DSP TRAFFIC"
132320502,"DSP TRAFFIC"
132210501,"DSP Traffic Ambala"
5000004597,"DSP TRAFFIC AMBALA"
132290511,"DSP TRAFFIC HISAR"
132390504,"DSP TRAFFIC SONIPAT"
132230502,"DSP Women Police Station, Bhiwani"
132560502,"DSP Women Police Station, Fatehabad"
132290508,"DSP Women Police Station, Hissar"
132570502,"DSP Women Police Station, Jhajjar"
132300503,"DSP Women Police Station, Jind"
132280502,"DSP Women Police Station, Kaithal"
132310502,"DSP Women Police Station, Karnal"
132320505,"DSP Women Police Station, Kurukshetra"
132580502,"DSP Women Police Station, Mewat"
132330504,"DSP Women Police Station, Narnaul"
132600503,"DSP Women Police Station, Palwal"
132340502,"DSP Women Police Station, Panipat"
132360503,"DSP Women Police Station, Rewari"
132370503,"DSP Women Police Station, Rohtak"
132380503,"DSP Women Police Station, Sirsa"
132400504,"DSP Women Police Station, Yamuna Nagar"
132400502,"DSP Yamunanagar - I"
132400503,"DSP Yamunanagar - II"
5000001662,"DSP, CITY JIND"
5000001658,"DSP, CITY SPT"
5000001659,"DSP, GANAUR"
5000001660,"DSP, GOHANA"
5000001661,"DSP, HQ SPT"
132340504,"DSP, Law & Order, Panipat"
5000001663,"DSP, NARWANA"
5000001664,"DSP, SAFFIDON"
132350510,"DSP,Cyber Crime,Haryana,Panchkula"
13241501,"DSP/HQ/HSNCB MBN"
13257027,"DUJANA"
132651201,"ECONOMIC OFFENCES WING, DABWALI"
13238031,"ELLENABAD"
132300404,"Emmigration Cell DPO Jind"
132271202,"EOW CELL,EAST GURGAON"
132271201,"EOW CELL,SOUTH GURGAON"
132271203,"EOW CELL,WEST GURGAON"
132591201,"EOW Charkhi Dadri, CIA Charkhi Dadri"
13240018,"FARAKPUR"
13820007,"FARIDABAD"
132251301,"FARIDABAD - CRIME CELL"
132251401,"FARIDABAD - DISTRICT CID"
132251701,"FARIDABAD - DISTRICT CONTROL ROOM (DCR)"
132252001,"FARIDABAD - DISTRICT SPECIAL CELL"
132251201,"FARIDABAD - ECONOMIC OFFENCES WING (EOW)"
132252101,"FARIDABAD - MODUS OPERANDI CELL"
132252401,"FARIDABAD - OPERATIONS CELL"
132251501,"FARIDABAD - WOMEN CHILD SUPPORT UNIT (WCSU)"
13225021,"FARIDABAD CENTRAL"
13225026,"FARIDABAD KOTWALI"
13225031,"FARIDABAD N.I.T."
13225035,"FARIDABAD OLD"
132561301,"FATEHABAD - CRIME CELL"
132561401,"FATEHABAD - DISTRICT CID"
132561701,"FATEHABAD - DISTRICT CONTROL ROOM (DCR)"
132562001,"FATEHABAD - DISTRICT SPECIAL CELL"
132561201,"FATEHABAD - ECONOMIC OFFENCES WING (EOW)"
132562101,"FATEHABAD - MODUS OPERANDI CELL"
132562401,"FATEHABAD - OPERATIONS CELL"
132561501,"FATEHABAD - WOMEN CHILD SUPPORT UNIT (WCSU)"
132300409,"Feedback Cell DPO Jind"
13227037,"FEROZEPUR JHIRKA"
13258037,"FEROZEPUR JHIRKA"
54616,"FSL"
13227041,"FURRUKH NAGAR"
13260083,"GADPURI"
13240053,"GANDHI NAGAR, YAMUNANAGAR"
13239031,"GANNAUR"
13230005,"GARHI"
13231031,"GHARAUNDA"
13239035,"GOHANA CITY"
13239037,"GOHANA SADAR"
13226005,"GRP AMBALA Cantt"
132261301,"GRP AMBALA CANTT - CRIME CELL"
132261401,"GRP AMBALA CANTT - DISTRICT CID"
132261701,"GRP AMBALA CANTT - DISTRICT CONTROL ROOM (DCR)"
132262001,"GRP AMBALA CANTT - DISTRICT SPECIAL CELL"
132261201,"GRP AMBALA CANTT - ECONOMIC OFFENCES WING (EOW)"
132262101,"GRP AMBALA CANTT - MODUS OPERANDI CELL"
132262401,"GRP AMBALA CANTT - OPERATIONS CELL"
132261501,"GRP AMBALA CANTT - WOMEN CHILD SUPPORT UNIT (WCSU)"
13226004,"GRP BAHADURGARH"
13226001,"GRP CHANDIGARH"
13226015,"GRP FARIDABAD"
13226006,"GRP GURGAON"
13226021,"GRP HISAR"
13226003,"GRP JAGADHARI"
13226031,"GRP JIND"
13226041,"GRP KALKA"
13226045,"GRP KARNAL"
13226050,"GRP KURUKSHETRA"
13226002,"GRP PANIPAT"
13226071,"GRP REWARI"
13226075,"GRP ROHTAK"
13226080,"GRP SIRSA"
13226085,"GRP SONIPAT"
13228016,"GUHLA"
13820006,"GURGAON"
132271301,"GURGAON - CRIME CELL"
132271401,"GURGAON - DISTRICT CID"
132271701,"GURGAON - DISTRICT CONTROL ROOM (DCR)"
132272001,"GURGAON - DISTRICT SPECIAL CELL"
132272101,"GURGAON - MODUS OPERANDI CELL"
132272401,"GURGAON - OPERATIONS CELL"
13227046,"GURGAON CITY"
13227051,"GURGAON SADAR"
132610409,"Hansi Challaning Branch"
132610403,"Hansi CIA Staff"
13229041,"HANSI CITY"
132610406,"Hansi CLG/Senior Citizen Cell"
132610407,"Hansi Cyber Cell"
132610402,"Hansi EOW"
132610410,"Hansi PO Staff"
13229045,"HANSI SADAR"
132610408,"Hansi Security Branch"
132610404,"Hansi Special Staff"
130202,"HAP/HQ"
131101,"HARYANA - ECONOMIC OFFENCES WING (EOW)"
132301,"HARYANA - OPERATIONS CELL/TERRORIST CELL"
131901,"HARYANA - PASSPORT BRANCH"
131601,"HARYANA - POLICE CONTROL ROOM (PCR)"
